shell,triangles,cx,cy,cz,dx,dy,dz,xmin,ymin,zmin,xmax,ymax,zmax
41,1204,30.281774520874023,4.590000033378601,137.11397552490234,9.365100860595703,4.200000047683716,10.524765014648438,25.599224090576172,2.490000009536743,131.85159301757812,34.964324951171875,6.690000057220459,142.37635803222656
42,1204,8.113977193832397,-30.281774520874023,-3.9100000858306885,10.524755954742432,9.365100860595703,4.200000286102295,2.8515992164611816,-34.964324951171875,-6.010000228881836,13.376355171203613,-25.599224090576172,-1.809999942779541
43,528,19.904306411743164,-16.5,133.90597534179688,3.0,3.0,3.0,18.404306411743164,-18.0,132.40597534179688,21.404306411743164,-15.0,135.40597534179688
44,528,-18.15184783935547,-16.5,119.47317504882812,3.0,3.0,3.0,-19.65184783935547,-18.0,117.97317504882812,-16.65184783935547,-15.0,120.97317504882812
45,528,-11.6453275680542,-16.5,112.12882995605469,3.0,3.0,3.0,-13.1453275680542,-18.0,110.62882995605469,-10.1453275680542,-15.0,113.62882995605469
46,528,-2.4710018932819366,-16.5,108.64946746826172,2.9999999403953552,3.0,3.0,-3.9710018634796143,-18.0,107.14946746826172,-0.971001923084259,-15.0,110.14946746826172
47,528,7.269400358200073,-16.5,109.83216857910156,3.000000476837158,3.0,3.0,5.769400119781494,-18.0,108.33216857910156,8.769400596618652,-15.0,111.33216857910156
48,528,15.344470500946045,-16.5,115.4059829711914,3.0000009536743164,3.0,3.0,13.844470024108887,-18.0,113.9059829711914,16.844470977783203,-15.0,116.9059829711914
49,528,19.904306411743164,-16.5,124.09403228759766,3.0,3.0,3.0,18.404306411743164,-18.0,122.59403228759766,21.404306411743164,-15.0,125.59403228759766
50,528,15.344470500946045,-16.5,142.59400939941406,3.0000009536743164,3.0,3.0,13.844470024108887,-18.0,141.09400939941406,16.844470977783203,-15.0,144.09400939941406
51,528,7.269400358200073,-16.5,148.16783142089844,3.000000476837158,3.0,3.0,5.769400119781494,-18.0,146.66783142089844,8.769400596618652,-15.0,149.66783142089844
52,528,-2.4710018932819366,-16.5,149.35052490234375,2.9999999403953552,3.0,3.0,-3.9710018634796143,-18.0,147.85052490234375,-0.971001923084259,-15.0,150.85052490234375
53,528,-11.6453275680542,-16.5,145.8711700439453,3.0,3.0,3.0,-13.1453275680542,-18.0,144.3711700439453,-10.1453275680542,-15.0,147.3711700439453
54,528,-18.15184783935547,-16.5,138.52682495117188,3.0,3.0,3.0,-19.65184783935547,-18.0,137.02682495117188,-16.65184783935547,-15.0,140.02682495117188
55,524,-20.410625457763672,4.949999928474426,264.28224182128906,3.7374534606933594,5.299999952316284,2.957794189453125,-22.27935218811035,2.299999952316284,262.8033447265625,-18.541898727416992,7.599999904632568,265.7611389160156
56,524,-95.28224182128906,-20.410625457763672,380.0500030517578,2.95782470703125,3.7374534606933594,5.300018310546875,-96.76115417480469,-22.27935218811035,377.3999938964844,-93.80332946777344,-18.541898727416992,382.70001220703125
57,524,-99.61236953735352,-22.910625457763672,380.0500030517578,2.9578170776367188,3.7374534606933594,5.300018310546875,-101.09127807617188,-24.77935218811035,377.3999938964844,-98.13346099853516,-21.041898727416992,382.70001220703125
58,524,0.7549999728798866,23.835000038146973,-3.5499998927116394,1.599999949336052,3.730001449584961,5.299999833106995,-0.04500000178813934,21.969999313354492,-6.199999809265137,1.5549999475479126,25.700000762939453,-0.8999999761581421
